"Type","Sao","Cung","Chi","Text"
"Phụ tinh","Thiên Sứ","Phụ Mẫu","Tỵ","Thiên Sứ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Sứ","Phụ Mẫu","Ngọ","Thiên Sứ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Sứ","Phụ Mẫu","Mùi","Thiên Sứ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Sứ","Phụ Mẫu","Thân","Thiên Sứ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Sứ","Phụ Mẫu","Dậu","Thiên Sứ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Sứ","Phụ Mẫu","Tuất","Thiên Sứ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Sứ","Phụ Mẫu","Hợi","Thiên Sứ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Sứ","Phúc Đức","Tý","Thiên Sứ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Sứ","Phúc Đức","Sửu","Thiên Sứ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Sứ","Phúc Đức","Dần","Thiên Sứ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Sứ","Phúc Đức","Mão","Thiên Sứ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Sứ","Phúc Đức","Thìn","Thiên Sứ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Sứ","Phúc Đức","Tỵ","Thiên Sứ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Sứ","Phúc Đức","Ngọ","Thiên Sứ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Sứ","Phúc Đức","Mùi","Thiên Sứ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Sứ","Phúc Đức","Thân","Thiên Sứ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Sứ","Phúc Đức","Dậu","Thiên Sứ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Sứ","Phúc Đức","Tuất","Thiên Sứ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Sứ","Phúc Đức","Hợi","Thiên Sứ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Sứ","Điền Trạch","Tý","Thiên Sứ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Sứ","Điền Trạch","Sửu","Thiên Sứ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Sứ","Điền Trạch","Dần","Thiên Sứ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Sứ","Điền Trạch","Mão","Thiên Sứ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Sứ","Điền Trạch","Thìn","Thiên Sứ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Sứ","Điền Trạch","Tỵ","Thiên Sứ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Sứ","Điền Trạch","Ngọ","Thiên Sứ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Sứ","Điền Trạch","Mùi","Thiên Sứ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Sứ","Điền Trạch","Thân","Thiên Sứ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Sứ","Điền Trạch","Dậu","Thiên Sứ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Sứ","Điền Trạch","Tuất","Thiên Sứ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Sứ","Điền Trạch","Hợi","Thiên Sứ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Sứ","Quan Lộc","Tý","Thiên Sứ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Sứ","Quan Lộc","Sửu","Thiên Sứ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Sứ","Quan Lộc","Dần","Thiên Sứ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Sứ","Quan Lộc","Mão","Thiên Sứ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Sứ","Quan Lộc","Thìn","Thiên Sứ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Sứ","Quan Lộc","Tỵ","Thiên Sứ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Sứ","Quan Lộc","Ngọ","Thiên Sứ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Sứ","Quan Lộc","Mùi","Thiên Sứ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Sứ","Quan Lộc","Thân","Thiên Sứ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Sứ","Quan Lộc","Dậu","Thiên Sứ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Sứ","Quan Lộc","Tuất","Thiên Sứ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Sứ","Quan Lộc","Hợi","Thiên Sứ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Sứ","Nô Bộc","Tý","Thiên Sứ tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Sứ","Nô Bộc","Sửu","Thiên Sứ tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Sứ","Nô Bộc","Dần","Thiên Sứ tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Sứ","Nô Bộc","Mão","Thiên Sứ tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Sứ","Nô Bộc","Thìn","Thiên Sứ tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Sứ","Nô Bộc","Tỵ","Thiên Sứ tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Sứ","Nô Bộc","Ngọ","Thiên Sứ tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Sứ","Nô Bộc","Mùi","Thiên Sứ tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Sứ","Nô Bộc","Thân","Thiên Sứ tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Sứ","Nô Bộc","Dậu","Thiên Sứ tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Sứ","Nô Bộc","Tuất","Thiên Sứ tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Sứ","Nô Bộc","Hợi","Thiên Sứ tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Sứ","Thiên Di","Tý","Thiên Sứ tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Sứ","Thiên Di","Sửu","Thiên Sứ tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Sứ","Thiên Di","Dần","Thiên Sứ tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Sứ","Thiên Di","Mão","Thiên Sứ tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Sứ","Thiên Di","Thìn","Thiên Sứ tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Sứ","Thiên Di","Tỵ","Thiên Sứ tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Sứ","Thiên Di","Ngọ","Thiên Sứ tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Sứ","Thiên Di","Mùi","Thiên Sứ tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Sứ","Thiên Di","Thân","Thiên Sứ tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Sứ","Thiên Di","Dậu","Thiên Sứ tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Sứ","Thiên Di","Tuất","Thiên Sứ tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Sứ","Thiên Di","Hợi","Thiên Sứ tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Sứ","Tật Ách","Tý","Thiên Sứ tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Sứ","Tật Ách","Sửu","Thiên Sứ tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Sứ","Tật Ách","Dần","Thiên Sứ tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Sứ","Tật Ách","Mão","Thiên Sứ tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Sứ","Tật Ách","Thìn","Thiên Sứ tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Sứ","Tật Ách","Tỵ","Thiên Sứ tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Sứ","Tật Ách","Ngọ","Thiên Sứ tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Sứ","Tật Ách","Mùi","Thiên Sứ tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Sứ","Tật Ách","Thân","Thiên Sứ tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Sứ","Tật Ách","Dậu","Thiên Sứ tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Sứ","Tật Ách","Tuất","Thiên Sứ tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Sứ","Tật Ách","Hợi","Thiên Sứ tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Sứ","Tài Bạch","Tý","Thiên Sứ tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Sứ","Tài Bạch","Sửu","Thiên Sứ tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Sứ","Tài Bạch","Dần","Thiên Sứ tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Sứ","Tài Bạch","Mão","Thiên Sứ tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Sứ","Tài Bạch","Thìn","Thiên Sứ tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Sứ","Tài Bạch","Tỵ","Thiên Sứ tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Sứ","Tài Bạch","Ngọ","Thiên Sứ tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Sứ","Tài Bạch","Mùi","Thiên Sứ tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Sứ","Tài Bạch","Thân","Thiên Sứ tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Sứ","Tài Bạch","Dậu","Thiên Sứ tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Sứ","Tài Bạch","Tuất","Thiên Sứ tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Sứ","Tài Bạch","Hợi","Thiên Sứ tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Sứ","Tử Tức","Tý","Thiên Sứ tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Sứ","Tử Tức","Sửu","Thiên Sứ tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Sứ","Tử Tức","Dần","Thiên Sứ tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Sứ","Tử Tức","Mão","Thiên Sứ tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Sứ","Tử Tức","Thìn","Thiên Sứ tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Sứ","Tử Tức","Tỵ","Thiên Sứ tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Sứ","Tử Tức","Ngọ","Thiên Sứ tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Sứ","Tử Tức","Mùi","Thiên Sứ tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Sứ","Tử Tức","Thân","Thiên Sứ tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Sứ","Tử Tức","Dậu","Thiên Sứ tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Sứ","Tử Tức","Tuất","Thiên Sứ tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Sứ","Tử Tức","Hợi","Thiên Sứ tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Sứ","Phu Thê","Tý","Thiên Sứ tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Sứ","Phu Thê","Sửu","Thiên Sứ tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Sứ","Phu Thê","Dần","Thiên Sứ tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Sứ","Phu Thê","Mão","Thiên Sứ tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Sứ","Phu Thê","Thìn","Thiên Sứ tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Sứ","Phu Thê","Tỵ","Thiên Sứ tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Sứ","Phu Thê","Ngọ","Thiên Sứ tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Sứ","Phu Thê","Mùi","Thiên Sứ tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Sứ","Phu Thê","Thân","Thiên Sứ tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Sứ","Phu Thê","Dậu","Thiên Sứ tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Sứ","Phu Thê","Tuất","Thiên Sứ tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Sứ","Phu Thê","Hợi","Thiên Sứ tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Sứ","Huynh Đệ","Tý","Thiên Sứ tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Sứ","Huynh Đệ","Sửu","Thiên Sứ tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Sứ","Huynh Đệ","Dần","Thiên Sứ tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Sứ","Huynh Đệ","Mão","Thiên Sứ tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Sứ","Huynh Đệ","Thìn","Thiên Sứ tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Sứ","Huynh Đệ","Tỵ","Thiên Sứ tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Sứ","Huynh Đệ","Ngọ","Thiên Sứ tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Sứ","Huynh Đệ","Mùi","Thiên Sứ tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Sứ","Huynh Đệ","Thân","Thiên Sứ tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Sứ","Huynh Đệ","Dậu","Thiên Sứ tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Sứ","Huynh Đệ","Tuất","Thiên Sứ tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Sứ","Huynh Đệ","Hợi","Thiên Sứ tọa thủ tại Huynh Đệ"
"Phụ tinh","Tả Phù","Mệnh","Tý","Tả Phù tọa thủ tại Mệnh"
"Phụ tinh","Tả Phù","Mệnh","Sửu","Tả Phù tọa thủ tại Mệnh"
"Phụ tinh","Tả Phù","Mệnh","Dần","Tả Phù tọa thủ tại Mệnh"
"Phụ tinh","Tả Phù","Mệnh","Mão","Tả Phù tọa thủ tại Mệnh"
"Phụ tinh","Tả Phù","Mệnh","Thìn","Tả Phù tọa thủ tại Mệnh"
"Phụ tinh","Tả Phù","Mệnh","Tỵ","Tả Phù tọa thủ tại Mệnh"
"Phụ tinh","Tả Phù","Mệnh","Ngọ","Tả Phù tọa thủ tại Mệnh"
"Phụ tinh","Tả Phù","Mệnh","Mùi","Tả Phù tọa thủ tại Mệnh"
"Phụ tinh","Tả Phù","Mệnh","Thân","Tả Phù tọa thủ tại Mệnh"
"Phụ tinh","Tả Phù","Mệnh","Dậu","Tả Phù tọa thủ tại Mệnh"
"Phụ tinh","Tả Phù","Mệnh","Tuất","Tả Phù tọa thủ tại Mệnh"
"Phụ tinh","Tả Phù","Mệnh","Hợi","Tả Phù tọa thủ tại Mệnh"
"Phụ tinh","Tả Phù","Phụ Mẫu","Tý","Tả Phù tọa thủ tại Phụ Mẫu"
"Phụ tinh","Tả Phù","Phụ Mẫu","Sửu","Tả Phù tọa thủ tại Phụ Mẫu"
"Phụ tinh","Tả Phù","Phụ Mẫu","Dần","Tả Phù tọa thủ tại Phụ Mẫu"
"Phụ tinh","Tả Phù","Phụ Mẫu","Mão","Tả Phù tọa thủ tại Phụ Mẫu"
"Phụ tinh","Tả Phù","Phụ Mẫu","Thìn","Tả Phù tọa thủ tại Phụ Mẫu"
"Phụ tinh","Tả Phù","Phụ Mẫu","Tỵ","Tả Phù tọa thủ tại Phụ Mẫu"
"Phụ tinh","Tả Phù","Phụ Mẫu","Ngọ","Tả Phù tọa thủ tại Phụ Mẫu"
"Phụ tinh","Tả Phù","Phụ Mẫu","Mùi","Tả Phù tọa thủ tại Phụ Mẫu"
"Phụ tinh","Tả Phù","Phụ Mẫu","Thân","Tả Phù tọa thủ tại Phụ Mẫu"
"Phụ tinh","Tả Phù","Phụ Mẫu","Dậu","Tả Phù tọa thủ tại Phụ Mẫu"
"Phụ tinh","Tả Phù","Phụ Mẫu","Tuất","Tả Phù tọa thủ tại Phụ Mẫu"
"Phụ tinh","Tả Phù","Phụ Mẫu","Hợi","Tả Phù tọa thủ tại Phụ Mẫu"
"Phụ tinh","Tả Phù","Phúc Đức","Tý","Tả Phù tọa thủ tại Phúc Đức"
"Phụ tinh","Tả Phù","Phúc Đức","Sửu","Tả Phù tọa thủ tại Phúc Đức"
"Phụ tinh","Tả Phù","Phúc Đức","Dần","Tả Phù tọa thủ tại Phúc Đức"
"Phụ tinh","Tả Phù","Phúc Đức","Mão","Tả Phù tọa thủ tại Phúc Đức"
"Phụ tinh","Tả Phù","Phúc Đức","Thìn","Tả Phù tọa thủ tại Phúc Đức"
"Phụ tinh","Tả Phù","Phúc Đức","Tỵ","Tả Phù tọa thủ tại Phúc Đức"
"Phụ tinh","Tả Phù","Phúc Đức","Ngọ","Tả Phù tọa thủ tại Phúc Đức"
"Phụ tinh","Tả Phù","Phúc Đức","Mùi","Tả Phù tọa thủ tại Phúc Đức"
"Phụ tinh","Tả Phù","Phúc Đức","Thân","Tả Phù tọa thủ tại Phúc Đức"
"Phụ tinh","Tả Phù","Phúc Đức","Dậu","Tả Phù tọa thủ tại Phúc Đức"
"Phụ tinh","Tả Phù","Phúc Đức","Tuất","Tả Phù tọa thủ tại Phúc Đức"
"Phụ tinh","Tả Phù","Phúc Đức","Hợi","Tả Phù tọa thủ tại Phúc Đức"
"Phụ tinh","Tả Phù","Điền Trạch","Tý","Tả Phù tọa thủ tại Điền Trạch"
"Phụ tinh","Tả Phù","Điền Trạch","Sửu","Tả Phù tọa thủ tại Điền Trạch"
"Phụ tinh","Tả Phù","Điền Trạch","Dần","Tả Phù tọa thủ tại Điền Trạch"
"Phụ tinh","Tả Phù","Điền Trạch","Mão","Tả Phù tọa thủ tại Điền Trạch"
"Phụ tinh","Tả Phù","Điền Trạch","Thìn","Tả Phù tọa thủ tại Điền Trạch"
"Phụ tinh","Tả Phù","Điền Trạch","Tỵ","Tả Phù tọa thủ tại Điền Trạch"
"Phụ tinh","Tả Phù","Điền Trạch","Ngọ","Tả Phù tọa thủ tại Điền Trạch"
"Phụ tinh","Tả Phù","Điền Trạch","Mùi","Tả Phù tọa thủ tại Điền Trạch"
"Phụ tinh","Tả Phù","Điền Trạch","Thân","Tả Phù tọa thủ tại Điền Trạch"
"Phụ tinh","Tả Phù","Điền Trạch","Dậu","Tả Phù tọa thủ tại Điền Trạch"
"Phụ tinh","Tả Phù","Điền Trạch","Tuất","Tả Phù tọa thủ tại Điền Trạch"
"Phụ tinh","Tả Phù","Điền Trạch","Hợi","Tả Phù tọa thủ tại Điền Trạch"
"Phụ tinh","Tả Phù","Quan Lộc","Tý","Tả Phù tọa thủ tại Quan Lộc"
"Phụ tinh","Tả Phù","Quan Lộc","Sửu","Tả Phù tọa thủ tại Quan Lộc"
"Phụ tinh","Tả Phù","Quan Lộc","Dần","Tả Phù tọa thủ tại Quan Lộc"
"Phụ tinh","Tả Phù","Quan Lộc","Mão","Tả Phù tọa thủ tại Quan Lộc"
"Phụ tinh","Tả Phù","Quan Lộc","Thìn","Tả Phù tọa thủ tại Quan Lộc"
"Phụ tinh","Tả Phù","Quan Lộc","Tỵ","Tả Phù tọa thủ tại Quan Lộc"
"Phụ tinh","Tả Phù","Quan Lộc","Ngọ","Tả Phù tọa thủ tại Quan Lộc"
"Phụ tinh","Tả Phù","Quan Lộc","Mùi","Tả Phù tọa thủ tại Quan Lộc"
"Phụ tinh","Tả Phù","Quan Lộc","Thân","Tả Phù tọa thủ tại Quan Lộc"
"Phụ tinh","Tả Phù","Quan Lộc","Dậu","Tả Phù tọa thủ tại Quan Lộc"
"Phụ tinh","Tả Phù","Quan Lộc","Tuất","Tả Phù tọa thủ tại Quan Lộc"
"Phụ tinh","Tả Phù","Quan Lộc","Hợi","Tả Phù tọa thủ tại Quan Lộc"
"Phụ tinh","Tả Phù","Nô Bộc","Tý","Tả Phù tọa thủ tại Nô Bộc"
"Phụ tinh","Tả Phù","Nô Bộc","Sửu","Tả Phù tọa thủ tại Nô Bộc"
"Phụ tinh","Tả Phù","Nô Bộc","Dần","Tả Phù tọa thủ tại Nô Bộc"
"Phụ tinh","Tả Phù","Nô Bộc","Mão","Tả Phù tọa thủ tại Nô Bộc"
"Phụ tinh","Tả Phù","Nô Bộc","Thìn","Tả Phù tọa thủ tại Nô Bộc"
"Phụ tinh","Tả Phù","Nô Bộc","Tỵ","Tả Phù tọa thủ tại Nô Bộc"
"Phụ tinh","Tả Phù","Nô Bộc","Ngọ","Tả Phù tọa thủ tại Nô Bộc"
"Phụ tinh","Tả Phù","Nô Bộc","Mùi","Tả Phù tọa thủ tại Nô Bộc"
"Phụ tinh","Tả Phù","Nô Bộc","Thân","Tả Phù tọa thủ tại Nô Bộc"
"Phụ tinh","Tả Phù","Nô Bộc","Dậu","Tả Phù tọa thủ tại Nô Bộc"
"Phụ tinh","Tả Phù","Nô Bộc","Tuất","Tả Phù tọa thủ tại Nô Bộc"
"Phụ tinh","Tả Phù","Nô Bộc","Hợi","Tả Phù tọa thủ tại Nô Bộc"
"Phụ tinh","Tả Phù","Thiên Di","Tý","Tả Phù tọa thủ tại Thiên Di"
"Phụ tinh","Tả Phù","Thiên Di","Sửu","Tả Phù tọa thủ tại Thiên Di"
"Phụ tinh","Tả Phù","Thiên Di","Dần","Tả Phù tọa thủ tại Thiên Di"
"Phụ tinh","Tả Phù","Thiên Di","Mão","Tả Phù tọa thủ tại Thiên Di"
"Phụ tinh","Tả Phù","Thiên Di","Thìn","Tả Phù tọa thủ tại Thiên Di"
"Phụ tinh","Tả Phù","Thiên Di","Tỵ","Tả Phù tọa thủ tại Thiên Di"
"Phụ tinh","Tả Phù","Thiên Di","Ngọ","Tả Phù tọa thủ tại Thiên Di"
"Phụ tinh","Tả Phù","Thiên Di","Mùi","Tả Phù tọa thủ tại Thiên Di"
"Phụ tinh","Tả Phù","Thiên Di","Thân","Tả Phù tọa thủ tại Thiên Di"
"Phụ tinh","Tả Phù","Thiên Di","Dậu","Tả Phù tọa thủ tại Thiên Di"
"Phụ tinh","Tả Phù","Thiên Di","Tuất","Tả Phù tọa thủ tại Thiên Di"
"Phụ tinh","Tả Phù","Thiên Di","Hợi","Tả Phù tọa thủ tại Thiên Di"
"Phụ tinh","Tả Phù","Tật Ách","Tý","Tả Phù tọa thủ tại Tật Ách"
"Phụ tinh","Tả Phù","Tật Ách","Sửu","Tả Phù tọa thủ tại Tật Ách"
"Phụ tinh","Tả Phù","Tật Ách","Dần","Tả Phù tọa thủ tại Tật Ách"
"Phụ tinh","Tả Phù","Tật Ách","Mão","Tả Phù tọa thủ tại Tật Ách"
"Phụ tinh","Tả Phù","Tật Ách","Thìn","Tả Phù tọa thủ tại Tật Ách"
"Phụ tinh","Tả Phù","Tật Ách","Tỵ","Tả Phù tọa thủ tại Tật Ách"
"Phụ tinh","Tả Phù","Tật Ách","Ngọ","Tả Phù tọa thủ tại Tật Ách"
"Phụ tinh","Tả Phù","Tật Ách","Mùi","Tả Phù tọa thủ tại Tật Ách"
"Phụ tinh","Tả Phù","Tật Ách","Thân","Tả Phù tọa thủ tại Tật Ách"
"Phụ tinh","Tả Phù","Tật Ách","Dậu","Tả Phù tọa thủ tại Tật Ách"
"Phụ tinh","Tả Phù","Tật Ách","Tuất","Tả Phù tọa thủ tại Tật Ách"
"Phụ tinh","Tả Phù","Tật Ách","Hợi","Tả Phù tọa thủ tại Tật Ách"
"Phụ tinh","Tả Phù","Tài Bạch","Tý","Tả Phù tọa thủ tại Tài Bạch"
"Phụ tinh","Tả Phù","Tài Bạch","Sửu","Tả Phù tọa thủ tại Tài Bạch"
"Phụ tinh","Tả Phù","Tài Bạch","Dần","Tả Phù tọa thủ tại Tài Bạch"
"Phụ tinh","Tả Phù","Tài Bạch","Mão","Tả Phù tọa thủ tại Tài Bạch"
"Phụ tinh","Tả Phù","Tài Bạch","Thìn","Tả Phù tọa thủ tại Tài Bạch"
"Phụ tinh","Tả Phù","Tài Bạch","Tỵ","Tả Phù tọa thủ tại Tài Bạch"
"Phụ tinh","Tả Phù","Tài Bạch","Ngọ","Tả Phù tọa thủ tại Tài Bạch"
"Phụ tinh","Tả Phù","Tài Bạch","Mùi","Tả Phù tọa thủ tại Tài Bạch"
"Phụ tinh","Tả Phù","Tài Bạch","Thân","Tả Phù tọa thủ tại Tài Bạch"
"Phụ tinh","Tả Phù","Tài Bạch","Dậu","Tả Phù tọa thủ tại Tài Bạch"
"Phụ tinh","Tả Phù","Tài Bạch","Tuất","Tả Phù tọa thủ tại Tài Bạch"
"Phụ tinh","Tả Phù","Tài Bạch","Hợi","Tả Phù tọa thủ tại Tài Bạch"
"Phụ tinh","Tả Phù","Tử Tức","Tý","Tả Phù tọa thủ tại Tử Tức"
"Phụ tinh","Tả Phù","Tử Tức","Sửu","Tả Phù tọa thủ tại Tử Tức"
"Phụ tinh","Tả Phù","Tử Tức","Dần","Tả Phù tọa thủ tại Tử Tức"
"Phụ tinh","Tả Phù","Tử Tức","Mão","Tả Phù tọa thủ tại Tử Tức"
"Phụ tinh","Tả Phù","Tử Tức","Thìn","Tả Phù tọa thủ tại Tử Tức"
"Phụ tinh","Tả Phù","Tử Tức","Tỵ","Tả Phù tọa thủ tại Tử Tức"
"Phụ tinh","Tả Phù","Tử Tức","Ngọ","Tả Phù tọa thủ tại Tử Tức"
"Phụ tinh","Tả Phù","Tử Tức","Mùi","Tả Phù tọa thủ tại Tử Tức"
"Phụ tinh","Tả Phù","Tử Tức","Thân","Tả Phù tọa thủ tại Tử Tức"
"Phụ tinh","Tả Phù","Tử Tức","Dậu","Tả Phù tọa thủ tại Tử Tức"
"Phụ tinh","Tả Phù","Tử Tức","Tuất","Tả Phù tọa thủ tại Tử Tức"
"Phụ tinh","Tả Phù","Tử Tức","Hợi","Tả Phù tọa thủ tại Tử Tức"
"Phụ tinh","Tả Phù","Phu Thê","Tý","Tả Phù tọa thủ tại Phu Thê"
"Phụ tinh","Tả Phù","Phu Thê","Sửu","Tả Phù tọa thủ tại Phu Thê"
"Phụ tinh","Tả Phù","Phu Thê","Dần","Tả Phù tọa thủ tại Phu Thê"
"Phụ tinh","Tả Phù","Phu Thê","Mão","Tả Phù tọa thủ tại Phu Thê"
"Phụ tinh","Tả Phù","Phu Thê","Thìn","Tả Phù tọa thủ tại Phu Thê"
"Phụ tinh","Tả Phù","Phu Thê","Tỵ","Tả Phù tọa thủ tại Phu Thê"
"Phụ tinh","Tả Phù","Phu Thê","Ngọ","Tả Phù tọa thủ tại Phu Thê"
